time,calanoids,rotifers,nanophytoplankton,picophytoplankton
1986.55,0,0.79252,0,2.8298
1989.9,0.26624,1.10849,0.26173,2.87741
1993.25,0.39119,1.25365,0.39564,2.65041
1996.6,0.38089,1.19295,0.43989,2.50277
1999.95,0.05363,0.50318,0.46461,2.41234
2003.3,0,1.22397,0.50624,2.17126
2006.65,0,0.84711,0.5271,1.97572
2010,0,1.06616,0.54952,1.55783
2013.35,0,1.16661,0.56289,0.6056
2016.7,0,1.46198,0.56401,0.46398
2020.05,0,0.96054,0,0
2023.4,0,1.2781,0,0.16511
2026.75,0,1.15794,0,0.34621
2030.1,0,1.10683,0,0.19019
2033.45,0.19898,0.99546,0,0
2036.8,0.06842,1.12643,0,0
2040.15,0,1.17558,0,0.50987
2043.5,0,1.00953,0.83007,0.27435
2046.85,0,1.23796,0.86959,0.2639
2050.2,0,1.25776,0.88235,0.18061
2053.55,0,1.12701,0.75064,0.25591
2056.9,0,0.82511,0.78773,0.22827
2060.25,0,0.66006,0.66157,0.551
2063.6,0,0.5614,0.15964,0.69116
2066.95,0,0.45492,0.11576,0.67963
2070.3,0,0.3996,0.45807,0.56215
2073.65,0,0.33289,0.6178,0.37091
2077,0,0.28133,0.7293,0
2080.35,0,0.32054,0.85613,0.35678
2083.7,0.15131,0.40033,0.80847,0.47923
2087.05,0.23694,0.62179,0.67181,0.24197
2090.4,0,0.5034,0.5037,0.43167
2093.75,0,0.45874,0.42407,0.48961
2097.1,0,0.50398,0.21635,0.26896
2100.45,0,0.55217,0,0.46147
2103.8,0,0.47882,0,0.41859
2107.15,0.76969,0.54146,0.28315,0.4952
2110.5,0.36545,0.47609,0.5231,0.46883
2113.85,0.25045,0.53634,0.71066,0.2994
2117.2,0,0.54225,0.52761,0.43262
2120.55,0,0.53728,0.18914,0.62186
2123.9,0,0.42639,0.62334,0.60697
2127.25,0,0.62782,0.80711,0.36239
2130.6,0,0.57763,0.74597,0.48652
2133.95,0,0.49927,0.78135,0.7939
2137.3,0,0.44696,0.96265,0.69288
2140.65,0,0.9893,0.81455,0.4373
2144,0,1.15234,0.34297,0
2147.35,0.07988,1.14103,0.3387,0.19256
2150.7,0.22581,0.59066,0.60057,0.55417
2154.05,0.24332,0.43776,0.60987,0.74012
2157.4,0.2065,0.47925,0.46995,0.7433
2160.75,0.31785,0.4306,0.54615,0.48836
2164.1,0.37898,0.53627,0.8189,0.6399
2167.45,0.36731,0.46479,0.8437,0.42127
2170.8,0.39607,0.4555,0.86864,0.4867
2174.15,0.40037,0.49733,0.86878,0.51688
2177.5,0.58417,0.39267,0.89952,0.51789
2180.85,0.6085,0.31206,0.92026,0.54905
2184.2,0.9707,0.29442,0.78077,0.57788
2187.55,1.10626,0.36014,0.39248,0.53459
2190.9,0.87006,0.39145,0.48428,0.82271
2194.25,0.54452,0.3506,0.45223,0.79168
2197.6,0.54679,0.16365,0.41717,0.64852
2200.95,0.59128,0.16592,0.38008,0.71265
2204.3,0.59848,0.19599,0.51592,0.78187
2207.65,0.60036,0.17443,0.47954,0.83731
2211,0.55428,0.18179,0.35031,0.79861
2214.35,0.45601,0.19742,0.48271,0.82317
2217.7,0.44296,0.20144,1.02233,1.05503
2221.05,0.4309,0.24192,0.9748,1.18794
2224.4,0.42379,0.39093,0.42006,1.51899
2227.75,0.54409,0.63737,0,1.68345
2231.1,0.5811,1.11249,0,1.61645
2234.45,0.51998,1.34774,0,1.66835
2237.8,0.56259,1.18692,0,1.74631
2241.15,0.46997,1.16291,0.22688,1.53393
2244.5,0.42326,1.29373,0.33702,1.48813
2247.85,0.32436,1.22534,0.29693,1.21178
2251.2,0.31964,0.9937,0.28111,0.74583
2254.55,0.27979,1.05375,0.20312,0.86928
2257.9,0.27307,0.73975,0.42614,0.78656
2261.25,0.26193,0.62216,0.3816,0.85913
2264.6,0.243,0.43016,0.32537,0.46097
2267.95,0.28529,0.27396,0.82452,0.54876
2271.3,0.26064,0.25282,0.53384,0.62812
2274.65,0.18192,0.19665,0.18544,0.99876
2278,0.15481,0.10071,0.42117,1.13033
2281.35,0.07732,0.23916,0.53501,1.01807
2284.7,0,0.17432,0.44708,0.68792
2288.05,0,0.39974,0.45587,0.5504
2291.4,0,0.32948,0.60421,0.67752
2294.75,0,0,0.54105,0.65127
2298.1,0,0.30798,0.44204,0.59145
2301.45,0,0.3117,0.40469,0.52831
2304.8,0.13196,0.27785,0.27577,0.35006
2308.15,0.18027,0.25293,0.17567,0.56683
2311.5,0.17795,0.2414,0.26579,0.88494
2314.85,0,0.25031,0.37544,0.90584
2318.2,0,0.14399,0.47708,0.34897
2321.55,0.11474,0.13376,0,0.46319
2324.9,0.28448,0.16442,0.37696,0.83742
2328.25,0.36852,0.15222,0.62824,0.69513
2331.6,0.03668,0.11331,0.56633,0.58586
2334.95,0.09567,0.09855,0.50703,0.41832
2338.3,0.27925,0,0.61206,0.74161
2341.65,0.13913,0,0.6012,0.55722
2345,0.08098,0.0982,0.50164,0.59145
2348.35,0.08098,0.15539,0.23078,0.56494
2351.7,0.17569,0.22114,0,0.56775
2355.05,0.14826,0.23729,0,0.50002
2358.4,0.09299,0.24686,0,0.57467
2361.75,0,0.24759,0,0.59483
2365.1,0,0.2428,0,0.59568
2368.45,0,0.23675,0,0.59691
2371.8,0.19336,0.22935,0,0.60892
2375.15,0.21426,0.23681,0,0.62844
2378.5,0.17616,0.24853,0,0.64258
2381.85,0,0.21691,0,0.64345
2385.2,0,0.1122,0,0.63282
2388.55,0,0.12924,0,0.71081
2391.9,0,0.13883,0,0.78301
2395.25,0,0.16704,0,0.52684
2398.6,0,0.17403,0,0.52085
2401.95,0,0.19736,0,0.62274
2405.3,0,0.2013,0,0.7373
2408.65,0,0.23871,0.29397,0.84124
2412,0,0.1964,0.57022,0.46283
2415.35,0,0.161,0.5051,0.33957
2418.7,0,0.19547,0.49474,0.49574
2422.05,0,0.22175,0.4842,0.41821
2425.4,0,0.21326,0.46299,0.41821
2428.75,0.20381,0.24352,0.42684,0.48882
2432.1,0.12277,0.30505,0.58178,0.70731
2435.45,0,0.3476,0.4239,0.53206
2438.8,0,0.33473,0.49595,1.29458
2442.15,0,0.31616,0.34293,1.42661
2445.5,0,0.24944,0,1.42492
2448.85,0,0.21111,0,1.37538
2452.2,0,0.22423,0,1.11951
2455.55,0,0.22733,0.27194,0.7321
2458.9,0,0.13998,0.5858,1.53595
2462.25,0,0.13701,0.60065,0.54186
2465.6,0,0.13238,0.59157,0.65419
2468.95,0,0.10159,0.58445,0.71827
2472.3,0.10223,0.16409,0.54975,0.75189
2475.65,0.14026,0.17249,0.4676,0.71814
2479,0,0.15418,0.54863,0
2482.35,0.08599,0.16098,0,0
2485.7,0.18699,0.17615,0.56993,0.61565
2489.05,0.20296,0.18309,0.42303,0.31434
2492.4,0.11292,0.15183,0,0
2495.75,0.17044,0.17415,0,0
2499.1,0,0.20031,0.60137,0.72076
2502.45,0,0.20709,0.5845,0.67414
2505.8,0,0.21249,0.57028,0.59603
2509.15,0,0.22184,0.57525,0.47503
2512.5,0,0.21909,0.59362,0.44917
2515.85,0.15459,0.28633,0.59918,0.56055
2519.2,0.1105,0.38457,0.591,0.65293
2522.55,0,0.59835,0.55082,0.65492
2525.9,0,0.76566,0.42088,0.6428
2529.25,0,0.70122,0.4531,1.14901
2532.6,0,0.51165,0.56886,1.5637
2535.95,0,0.43968,0.5023,1.69012
2539.3,0,0.43002,0,1.69471
2542.65,0,0.41675,0.26155,1.59143
2546,0,0.4564,0.55754,1.26232
2549.35,0,0.53927,0.70975,0.59632
2552.7,0.08826,0.3826,0.59449,0.62356
2556.05,0.13822,0.38762,0.37281,0.61121
2559.4,0,0.37225,0,0
2562.75,0,0.646,0.27327,0.40453
2566.1,0,0.80102,0.50784,0.77287
2569.45,0,0.78612,0.52867,0.81666
2572.8,0,0.56149,0.60714,0.49792
2576.15,0,0.57985,0.56676,0.72855
2579.5,0,0.51865,0.52117,0.78583
2582.85,0,0.45457,0.42694,0.84894
2586.2,0,0.44694,0.57591,0.48225
2589.55,0,0.35659,0.53612,0.37323
2592.9,0,0.33381,0.45709,0.43874
2596.25,0,0.36386,0.32257,0.62295
2599.6,0,0.38755,0.47412,0.58988
2602.95,0,0.4087,0.56311,0.50814
2606.3,0,0.43848,0.54691,0.51138
2609.65,0,0.46906,0.48992,0.53886
2613,0,0.49787,0.38797,0.51062
2616.35,0,0.56441,0.42852,1.19066
2619.7,0,0.54343,0.46928,1.47425
2623.05,0,0.27322,0,1.45021
2626.4,0,0.21174,0,1.40453
2629.75,0,0.21581,0.17273,1.52114
2633.1,0.05313,0.23936,0.40793,1.54228
2636.45,0.07972,0.22636,0.53273,0.49734
2639.8,0,0.19505,0.42196,0.49734
2643.15,0,0.22619,0.32939,0.49702
2646.5,0,0.20187,0.58043,0.4012
2649.85,0,0.17278,0.50739,0.09403
2653.2,0,0.09821,0.56375,0.14834
2656.55,0,0.11212,0.59936,0.58063
